comparison,query_index,query_pid,query_source_image_index,query_source_image_path,query_view,query_source,caption_in_image,category,base_correct,candidate_correct,base_top1_index,base_top1_pid,base_top1_path,base_top1_view,base_top1_source,candidate_top1_index,candidate_top1_pid,candidate_top1_path,candidate_top1_view,candidate_top1_source,base_best_positive_rank,candidate_best_positive_rank,rank_improvement,base_ap,candidate_ap,ap_delta,base_inp,candidate_inp,inp_delta,top10_overlap,base_top1_score,candidate_top1_score,identity_residual_on_base_top1,identity_residual_on_candidate_top1,identity_residual_on_source_image,identity_contribution_on_base_top1,identity_contribution_on_candidate_top1,identity_contribution_on_source_image
v16.2_observation_vs_v16.2_final,1632,4986,816,G2APS/S4_20_004291_0_train.jpg,1,G2APS,0,stable_wrong,0,0,1061,5029,G2APS/S4_30_004914_0_train.jpg,1,G2APS,1061,5029,G2APS/S4_30_004914_0_train.jpg,1,G2APS,87,95,-8,0.011308018118143082,0.011151354759931564,-0.00015666335821151733,0.004597701132297516,0.00499583687633276,0.000398135744035244,0.8999999761581421,0.51377934217453,0.5048351287841797,-0.0799102783203125,-0.0799102783203125,-0.08413314819335938,-0.008938839313714197,-0.008938839313714197,-0.009411213531791418
v16.2_observation_vs_v16.2_final,1633,4986,816,G2APS/S4_20_004291_0_train.jpg,1,G2APS,1,stable_wrong,0,0,5775,6129,PRAI-1581/00000335_0001_00000001.jpg,0,PRAI-1581,6073,6204,PRAI-1581/00000727_0001_00000001.jpg,0,PRAI-1581,25,29,-4,0.02351309172809124,0.02398882806301117,0.0004757363349199295,0.017094017937779427,0.018518518656492233,0.0014245007187128067,0.8999999761581421,0.564629852771759,0.5554527640342712,-0.08553928136825562,0.005154013633728027,0.021834224462509155,-0.009568504918685328,0.0005765328398421588,0.0024423969996401063
v16.2_observation_vs_v16.2_final,1638,4986,819,G2APS/D4_20_009120_1_train.jpg,0,G2APS,0,stable_wrong,0,0,400,4914,G2APS/S2_40_002163_4_train.jpg,1,G2APS,400,4914,G2APS/S2_40_002163_4_train.jpg,1,G2APS,63,76,-13,0.0077411215752363205,0.007651992607861757,-8.912896737456322e-05,0.003322259057313204,0.003537735901772976,0.0002154768444597721,1.0,0.5732171535491943,0.5590137839317322,-0.1268431842327118,-0.1268431842327118,-0.12841054797172546,-0.014188798559194193,-0.014188798559194193,-0.014364125349485501
v16.2_observation_vs_v16.2_final,1647,4987,823,G2APS/D4_20_009150_2_train.jpg,0,G2APS,1,stable_wrong,0,0,6110,6213,PRAI-1581/00000805_0002_00000000.jpg,0,PRAI-1581,6110,6213,PRAI-1581/00000805_0002_00000000.jpg,0,PRAI-1581,234,263,-29,0.006166685372591019,0.0058134328573942184,-0.00035325251519680023,0.0045592705719172955,0.004341533873230219,-0.00021773669868707657,1.0,0.5736781358718872,0.5720115900039673,-0.014561474323272705,-0.014561474323272705,0.04149624705314636,-0.0016288602903467009,-0.0016288602903467009,0.004641809443378886
v16.2_observation_vs_v16.2_final,1648,4987,824,G2APS/S4_20_004312_0_train.jpg,1,G2APS,0,stable_wrong,0,0,2293,5319,G2APS/S4_30_003878_0_train.jpg,1,G2APS,2293,5319,G2APS/S4_30_003878_0_train.jpg,1,G2APS,29,31,-2,0.010482210665941238,0.010570764541625977,8.855387568473816e-05,0.005172413773834705,0.005571030545979738,0.0003986167721450329,1.0,0.49240490794181824,0.4838872253894806,-0.07610759139060974,-0.07610759139060974,0.006340444087982178,-0.008513467157097221,-0.008513467157097221,0.0007092480726056394
v16.2_observation_vs_v16.2_final,1674,4989,837,G2APS/D4_20_009615_4_train.jpg,0,G2APS,0,stable_wrong,0,0,1071,5031,G2APS/D4_30_009735_2_train.jpg,0,G2APS,2117,5276,G2APS/S3_40_000343_8_train.jpg,1,G2APS,327,328,-1,0.0014710024697706103,0.0014972538920119405,2.6251422241330147e-05,0.0007696254760958254,0.0007831875700503588,1.3562093954533339e-05,0.8999999761581421,0.4989074766635895,0.484194815158844,-0.18338289856910706,-0.11929935216903687,-0.12411443889141083,-0.02051338448130169,-0.013344938369438175,-0.013883558524412143
v16.2_observation_vs_v16.2_final,1706,4992,853,G2APS/D4_20_010110_3_train.jpg,0,G2APS,0,stable_wrong,0,0,2746,5452,G2APS/D4_30_002295_12_train.jpg,0,G2APS,2746,5452,G2APS/D4_30_002295_12_train.jpg,0,G2APS,38,39,-1,0.014149266295135021,0.013449315913021564,-0.0006999503821134567,0.003989361692219973,0.004758128430694342,0.000768766738474369,0.8999999761581421,0.5610744953155518,0.5504853129386902,-0.09447932243347168,-0.09447932243347168,-0.08429226279258728,-0.010568546367917264,-0.010568546367917264,-0.00942901224135495
v16.2_observation_vs_v16.2_final,1713,4992,856,G2APS/S4_20_004746_3_train.jpg,1,G2APS,1,stable_wrong,0,0,835,4989,G2APS/S4_20_004501_0_train.jpg,1,G2APS,835,4989,G2APS/S4_20_004501_0_train.jpg,1,G2APS,23,27,-4,0.009885755367577076,0.008732031099498272,-0.001153724268078804,0.0014160963473841548,0.0015189873520284891,0.00010289100464433432,1.0,0.6561982035636902,0.6333435773849487,-0.20405569672584534,-0.20405569672584534,-0.17803040146827698,-0.022825863235877097,-0.022825863235877097,-0.0199146490930997
v16.2_observation_vs_v16.2_final,1729,4994,864,G2APS/S4_30_000322_1_train.jpg,1,G2APS,1,stable_wrong,0,0,2785,5459,G2APS/D5_20_010740_0_train.jpg,0,G2APS,2785,5459,G2APS/D5_20_010740_0_train.jpg,0,G2APS,116,129,-13,0.007755780592560768,0.007803710643202066,4.7930050641298294e-05,0.004187020007520914,0.0044742729514837265,0.0002872529439628124,1.0,0.5599432587623596,0.5416997671127319,-0.16309520602226257,-0.16309520602226257,-0.12500908970832825,-0.0182439840044899,-0.0182439840044899,-0.013983635010971884
v16.2_observation_vs_v16.2_final,1734,4994,867,G2APS/D4_30_000285_7_train.jpg,0,G2APS,0,stable_wrong,0,0,2247,5311,G2APS/D4_30_002115_13_train.jpg,0,G2APS,2247,5311,G2APS/D4_30_002115_13_train.jpg,0,G2APS,27,28,-1,0.025249294936656952,0.024966271594166756,-0.00028302334249019623,0.0016326530603691936,0.0017123287543654442,7.967569399625063e-05,0.800000011920929,0.5803864002227783,0.5471422076225281,-0.29726600646972656,-0.29726600646972656,-0.22411084175109863,-0.033252456644078165,-0.033252456644078165,-0.02506925072697541
v16.2_observation_vs_v16.2_final,1735,4994,867,G2APS/D4_30_000285_7_train.jpg,0,G2APS,1,stable_wrong,0,0,410,4916,G2APS/D2_40_006465_7_train.jpg,0,G2APS,410,4916,G2APS/D2_40_006465_7_train.jpg,0,G2APS,35,37,-2,0.015430438332259655,0.016551947221159935,0.00112150888890028,0.0045385779812932014,0.005076142027974129,0.0005375640466809273,0.8999999761581421,0.5409522652626038,0.5238033533096313,-0.15341973304748535,-0.15341973304748535,-0.04204413294792175,-0.01716167644626765,-0.01716167644626765,-0.004703096477770341
v16.2_observation_vs_v16.2_final,1744,4995,872,G2APS/S4_30_000350_3_train.jpg,1,G2APS,0,stable_wrong,0,0,2225,5307,G2APS/S4_20_004739_5_train.jpg,1,G2APS,2225,5307,G2APS/S4_20_004739_5_train.jpg,1,G2APS,2,3,-1,0.1712327003479004,0.1654009073972702,-0.005831792950630188,0.0029513034969568253,0.0034305318258702755,0.00047922832891345024,1.0,0.5466876029968262,0.5374900698661804,-0.08208325505256653,-0.08208325505256653,-0.06277662515640259,-0.009181910546230743,-0.009181910546230743,-0.007022252665433548
v16.2_observation_vs_v16.2_final,1753,4996,876,G2APS/S4_30_000742_3_train.jpg,1,G2APS,1,stable_wrong,0,0,7583,6619,Market/0552_c2s1_157791_00.jpg,1,Market,7583,6619,Market/0552_c2s1_157791_00.jpg,1,Market,3,4,-1,0.18746380507946014,0.15739087760448456,-0.030072927474975586,0.004979253280907869,0.005550416186451912,0.0005711629055440426,0.8999999761581421,0.6464555859565735,0.6133629679679871,-0.2955392301082611,-0.2955392301082611,-0.3635660707950592,-0.033059297807063626,-0.033059297807063626,-0.04066884454749031
v16.2_observation_vs_v16.2_final,1771,4997,885,G2APS/D4_30_000825_10_train.jpg,0,G2APS,1,stable_wrong,0,0,5881,6156,PRAI-1581/00000458_0001_00000010.jpg,0,PRAI-1581,6412,6289,PRAI-1581/00001317_0002_00000006.jpg,0,PRAI-1581,10,11,-1,0.04334798455238342,0.040019068866968155,-0.003328915685415268,0.010968921706080437,0.011928429827094078,0.0009595081210136414,0.8999999761581421,0.5779988169670105,0.5652915239334106,-0.13709533214569092,-0.08921694755554199,-0.16738322377204895,-0.015335613521434865,-0.009979892136808388,-0.018723645725677418
v16.2_observation_vs_v16.2_final,1774,4998,887,G2APS/D4_30_000300_5_train.jpg,0,G2APS,0,stable_wrong,0,0,1268,5065,G2APS/D5_30_009585_0_train.jpg,0,G2APS,1268,5065,G2APS/D5_30_009585_0_train.jpg,0,G2APS,31,33,-2,0.010944753885269165,0.010705002583563328,-0.00023975130170583725,0.0014326648088172078,0.0014627011260017753,3.003631718456745e-05,0.8999999761581421,0.583821177482605,0.561137855052948,-0.20287013053894043,-0.20287013053894043,-0.15636010468006134,-0.022693244680876745,-0.022693244680876745,-0.017490589198152273
v16.2_observation_vs_v16.2_final,1784,4998,892,G2APS/S4_30_000280_4_train.jpg,1,G2APS,0,stable_wrong,0,0,1768,5185,G2APS/D2_20_002130_3_train.jpg,0,G2APS,1768,5185,G2APS/D2_20_002130_3_train.jpg,0,G2APS,85,93,-8,0.0035183739382773638,0.0034242605324834585,-9.411340579390526e-05,0.0011344299418851733,0.0011822660453617573,4.783610347658396e-05,1.0,0.6280455589294434,0.614341676235199,-0.12261748313903809,-0.12261748313903809,-0.11818656325340271,-0.013716107638099828,-0.013716107638099828,-0.013220460748836427
v16.2_observation_vs_v16.2_final,1788,4999,894,G2APS/S4_30_001379_0_train.jpg,1,G2APS,0,stable_wrong,0,0,1853,5201,G2APS/S2_40_000777_0_train.jpg,1,G2APS,1853,5201,G2APS/S2_40_000777_0_train.jpg,1,G2APS,10,11,-1,0.026913948357105255,0.026002919301390648,-0.0009110290557146072,0.0050977058708667755,0.005560704506933689,0.0004629986360669136,0.8999999761581421,0.5446622371673584,0.5312315225601196,-0.12017139792442322,-0.12017139792442322,-0.04432377219200134,-0.013442486232434714,-0.013442486232434714,-0.004958099079743317
v16.2_observation_vs_v16.2_final,1790,4999,895,G2APS/D4_30_002175_6_train.jpg,0,G2APS,0,stable_wrong,0,0,2873,5479,G2APS/S8_40_003381_2_gallery.jpg,1,G2APS,2873,5479,G2APS/S8_40_003381_2_gallery.jpg,1,G2APS,28,30,-2,0.020752785727381706,0.01927085779607296,-0.0014819279313087463,0.003546099178493023,0.003944773226976395,0.00039867404848337173,0.8999999761581421,0.48078998923301697,0.48062369227409363,-0.0016550421714782715,-0.0016550421714782715,-0.023265451192855835,-0.00018513458267488403,-0.00018513458267488403,-0.002602495375380709
v16.2_observation_vs_v16.2_final,1791,4999,895,G2APS/D4_30_002175_6_train.jpg,0,G2APS,1,stable_wrong,0,0,2831,5468,G2APS/D7_20_001755_8_gallery.jpg,0,G2APS,2831,5468,G2APS/D7_20_001755_8_gallery.jpg,0,G2APS,79,81,-2,0.011740335263311863,0.012570087797939777,0.0008297525346279144,0.005560704506933689,0.006535947788506746,0.0009752432815730572,0.8999999761581421,0.5607627034187317,0.5470792651176453,-0.12228906154632568,-0.12228906154632568,-0.14784292876720428,-0.013679370088111042,-0.013679370088111042,-0.016537849844817876
v16.2_observation_vs_v16.2_final,1798,5000,899,G2APS/D4_30_000795_13_train.jpg,0,G2APS,0,stable_wrong,0,0,1895,5213,G2APS/D2_50_000075_0_train.jpg,0,G2APS,1895,5213,G2APS/D2_50_000075_0_train.jpg,0,G2APS,30,31,-1,0.024940701201558113,0.024739379063248634,-0.00020132213830947876,0.0024715769104659557,0.002820078982040286,0.00034850207157433033,0.8999999761581421,0.5542454719543457,0.531378984451294,-0.20421791076660156,-0.20421791076660156,-0.16199266910552979,-0.022844008651901504,-0.022844008651901504,-0.018120653182181812
v16.2_observation_vs_v16.2_final,1803,5000,901,G2APS/D4_30_000810_13_train.jpg,0,G2APS,1,stable_wrong,0,0,87,4858,G2APS/D1_30_004590_1_train.jpg,0,G2APS,87,4858,G2APS/D1_30_004590_1_train.jpg,0,G2APS,142,149,-7,0.010379888117313385,0.011010751128196716,0.0006308630108833313,0.005760368891060352,0.006657789461314678,0.0008974205702543259,0.8999999761581421,0.5795068144798279,0.5613158941268921,-0.16251620650291443,-0.16251620650291443,0.02526038885116577,-0.018179216570625822,-0.018179216570625822,0.002825650988692807
v16.2_observation_vs_v16.2_final,1809,5001,904,G2APS/D4_30_002025_12_train.jpg,0,G2APS,1,stable_wrong,0,0,1039,5025,G2APS/D4_30_008130_6_train.jpg,0,G2APS,1039,5025,G2APS/D4_30_008130_6_train.jpg,0,G2APS,166,168,-2,0.0029167879838496447,0.002956187818199396,3.939983434975147e-05,0.0007801529136486351,0.0008430281304754317,6.287521682679653e-05,0.8999999761581421,0.5373753905296326,0.5284672379493713,-0.07974138855934143,-0.07974138855934143,-0.10874894261360168,-0.008919947145312523,-0.008919947145312523,-0.012164759577770301
v16.2_observation_vs_v16.2_final,1810,5001,905,G2APS/S4_30_001204_0_train.jpg,1,G2APS,0,stable_wrong,0,0,8029,6767,Market/0544_c3s1_157433_00.jpg,1,Market,8029,6767,Market/0544_c3s1_157433_00.jpg,1,Market,50,52,-2,0.009100856259465218,0.009163597598671913,6.274133920669556e-05,0.0016149870352819562,0.0018011527135968208,0.00018616567831486464,0.8999999761581421,0.4861147105693817,0.4850753843784332,-0.009412825107574463,-0.009412825107574463,-0.14612963795661926,-0.001052927519379132,-0.001052927519379132,-0.016346199514279736
v16.2_observation_vs_v16.2_final,1813,5001,906,G2APS/S4_30_001197_0_train.jpg,1,G2APS,1,stable_wrong,0,0,1306,5071,G2APS/S5_40_003472_1_train.jpg,1,G2APS,1306,5071,G2APS/S5_40_003472_1_train.jpg,1,G2APS,75,76,-1,0.009606996551156044,0.010336475446820259,0.0007294788956642151,0.0013245033333078027,0.0015389350010082126,0.0002144316677004099,1.0,0.5842614769935608,0.565200686454773,-0.1703316569328308,-0.1703316569328308,-0.10955128073692322,-0.019053460247731913,-0.019053460247731913,-0.01225450987911314
v16.2_observation_vs_v16.2_final,1814,5001,907,G2APS/D4_30_001995_13_train.jpg,0,G2APS,0,stable_wrong,0,0,2744,5451,G2APS/D4_30_000975_12_train.jpg,0,G2APS,2744,5451,G2APS/D4_30_000975_12_train.jpg,0,G2APS,8,9,-1,0.03313121199607849,0.031021341681480408,-0.0021098703145980835,0.002753303851932287,0.0036049026530236006,0.0008515988010913134,0.8999999761581421,0.5623626708984375,0.5430256128311157,-0.17288371920585632,-0.17288371920585632,-0.14169824123382568,-0.01933893634738615,-0.01933893634738615,-0.015850499285560815
v16.2_observation_vs_v16.2_final,1828,5002,914,G2APS/S4_30_001428_2_train.jpg,1,G2APS,0,stable_wrong,0,0,2091,5267,G2APS/S3_30_005054_6_train.jpg,1,G2APS,2091,5267,G2APS/S3_30_005054_6_train.jpg,1,G2APS,66,68,-2,0.0035910357255488634,0.0035408923868089914,-5.014333873987198e-05,0.0007859575562179089,0.0007927070837467909,6.749527528882027e-06,1.0,0.5355302095413208,0.5121536254882812,-0.20923861861228943,-0.20923861861228943,-0.18725474178791046,-0.023405629780210102,-0.023405629780210102,-0.02094649252582692
v16.2_observation_vs_v16.2_final,1854,5005,927,G2APS/S4_30_001820_0_train.jpg,1,G2APS,0,stable_wrong,0,0,2205,5304,G2APS/S4_20_002058_0_train.jpg,1,G2APS,2205,5304,G2APS/S4_20_002058_0_train.jpg,1,G2APS,7,8,-1,0.031763412058353424,0.029390214011073112,-0.0023731980472803116,0.005366726312786341,0.006295907776802778,0.0009291814640164375,0.8999999761581421,0.522140383720398,0.5165883898735046,-0.0499037504196167,-0.0499037504196167,-0.06588941812515259,-0.005582280721943889,-0.005582280721943889,-0.007370452631062285
v16.2_observation_vs_v16.2_final,1862,5006,931,G2APS/D4_30_003225_15_train.jpg,0,G2APS,0,stable_wrong,0,0,5584,6081,PRAI-1581/00000068_0001_00000007.jpg,0,PRAI-1581,5584,6081,PRAI-1581/00000068_0001_00000007.jpg,0,PRAI-1581,6,7,-1,0.0672963485121727,0.0606718473136425,-0.006624501198530197,0.003939592745155096,0.004379562102258205,0.00043996935710310936,1.0,0.6199982166290283,0.5891403555870056,-0.27601900696754456,-0.27601900696754456,-0.2787177860736847,-0.03087574718390984,-0.03087574718390984,-0.031177635167284112
v16.2_observation_vs_v16.2_final,1864,5006,932,G2APS/S4_30_001813_0_train.jpg,1,G2APS,0,stable_wrong,0,0,4870,5929,AG-ReID.v2/train_all/P0232T04051A1/P0232T04051A1C0F18871.jpg,0,AG-ReID.v2,4870,5929,AG-ReID.v2/train_all/P0232T04051A1/P0232T04051A1C0F18871.jpg,0,AG-ReID.v2,5,6,-1,0.03466305881738663,0.029065854847431183,-0.005597203969955444,0.0018320610979571939,0.0018365472787991166,4.48618084192276e-06,0.8999999761581421,0.579807698726654,0.5529711246490479,-0.2395712435245514,-0.2395712435245514,-0.33764249086380005,-0.02679866589212354,-0.02679866589212354,-0.037769008377318336
v16.2_observation_vs_v16.2_final,1868,5006,934,G2APS/D4_30_003255_14_train.jpg,0,G2APS,0,stable_wrong,0,0,135,4868,G2APS/D2_20_001800_14_train.jpg,0,G2APS,135,4868,G2APS/D2_20_001800_14_train.jpg,0,G2APS,16,17,-1,0.04712996259331703,0.05221650004386902,0.005086537450551987,0.011070110835134983,0.01336302887648344,0.0022929180413484573,0.8999999761581421,0.5097836852073669,0.49400222301483154,-0.1411319375038147,-0.1411319375038147,-0.053233325481414795,-0.015787152014699934,-0.015787152014699934,-0.005954730137538
v16.2_observation_vs_v16.2_final,1875,5007,937,G2APS/S4_30_002037_0_train.jpg,1,G2APS,1,stable_wrong,0,0,2477,5377,G2APS/S4_50_001428_1_train.jpg,1,G2APS,2477,5377,G2APS/S4_50_001428_1_train.jpg,1,G2APS,26,27,-1,0.02922183834016323,0.0316677987575531,0.0024459604173898697,0.010507880710065365,0.014814814552664757,0.004306933842599392,1.0,0.5995814204216003,0.5804248452186584,-0.17102473974227905,-0.17102473974227905,-0.18993467092514038,-0.019130989146328936,-0.019130989146328936,-0.021246271933850203
v16.2_observation_vs_v16.2_final,1884,5008,942,G2APS/D4_30_003750_6_train.jpg,0,G2APS,0,break,1,0,942,5008,G2APS/D4_30_003750_6_train.jpg,0,G2APS,1087,5034,G2APS/D4_30_010605_5_train.jpg,0,G2APS,1,2,-1,0.23720897734165192,0.16866420209407806,-0.06854477524757385,0.008915304206311703,0.010582010261714458,0.0016667060554027557,0.8999999761581421,0.514458179473877,0.5036110877990723,-0.10272368788719177,-0.03648173809051514,-0.10272368788719177,-0.011490768885262792,-0.004080881727992036,-0.011490768885262792
v16.2_observation_vs_v16.2_final,1888,5008,944,G2APS/D4_30_003795_5_train.jpg,0,G2APS,0,stable_wrong,0,0,1090,5034,G2APS/D4_30_010650_4_train.jpg,0,G2APS,1090,5034,G2APS/D4_30_010650_4_train.jpg,0,G2APS,178,198,-20,0.005978813860565424,0.005907502491027117,-7.131136953830719e-05,0.004683840554207563,0.00494233937934041,0.00025849882513284683,1.0,0.6059345006942749,0.577707827091217,-0.25243860483169556,-0.25243860483169556,-0.18972675502300262,-0.02823802109815876,-0.02823802109815876,-0.021223014264385887
v16.2_observation_vs_v16.2_final,1889,5008,944,G2APS/D4_30_003795_5_train.jpg,0,G2APS,1,stable_wrong,0,0,7445,6573,Market/1252_c3s3_097869_00.jpg,1,Market,7445,6573,Market/1252_c3s3_097869_00.jpg,1,Market,89,91,-2,0.011043719947338104,0.01124066486954689,0.000196944922208786,0.005797101650387049,0.006091370712965727,0.00029426906257867813,0.800000011920929,0.5832528471946716,0.5644619464874268,-0.1677386462688446,-0.1677386462688446,-0.16428273916244507,-0.018763403622334973,-0.018763403622334973,-0.018376822584744268
v16.2_observation_vs_v16.2_final,1901,5009,950,G2APS/D4_30_004575_3_train.jpg,0,G2APS,1,break,1,0,951,5009,G2APS/D4_30_004455_3_train.jpg,0,G2APS,1193,5052,G2APS/D5_30_001185_1_train.jpg,0,G2APS,1,2,-1,0.24214647710323334,0.15005680918693542,-0.09208966791629791,0.0034782609436661005,0.003761755535379052,0.00028349459171295166,1.0,0.5452704429626465,0.5193352103233337,-0.24836543202400208,-0.19764629006385803,-0.2661224603652954,-0.02778239213539857,-0.022108900944517007,-0.029768710120622544
v16.2_observation_vs_v16.2_final,1909,5010,954,G2APS/D4_30_003615_16_train.jpg,0,G2APS,1,stable_wrong,0,0,675,4962,G2APS/D4_20_000240_3_train.jpg,0,G2APS,675,4962,G2APS/D4_20_000240_3_train.jpg,0,G2APS,34,35,-1,0.0148201584815979,0.01596372202038765,0.0011435635387897491,0.0030012005008757114,0.0030284675303846598,2.7267029508948326e-05,1.0,0.6291923522949219,0.6128754019737244,-0.14576533436775208,-0.14576533436775208,-0.02156868577003479,-0.016305448170263137,-0.016305448170263137,-0.002412693590347903
v16.2_observation_vs_v16.2_final,1910,5010,955,G2APS/S4_30_001988_4_train.jpg,1,G2APS,0,stable_wrong,0,0,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,2769,5455,G2APS/S4_30_005194_5_train.jpg,1,G2APS,35,37,-2,0.01749120093882084,0.017231494188308716,-0.0002597067505121231,0.0016572754830121994,0.0017385256942361593,8.125021122395992e-05,0.8999999761581421,0.5783940553665161,0.5510013699531555,-0.2448168694972992,-0.2448168694972992,-0.2281600534915924,-0.02738544657485731,-0.02738544657485731,-0.025522199382095767
v16.2_observation_vs_v16.2_final,1911,5010,955,G2APS/S4_30_001988_4_train.jpg,1,G2APS,1,stable_wrong,0,0,2364,5339,G2APS/S4_40_001659_3_train.jpg,1,G2APS,2364,5339,G2APS/S4_40_001659_3_train.jpg,1,G2APS,14,15,-1,0.043967071920633316,0.04523443803191185,0.001267366111278534,0.0021748587023466825,0.0024236547760665417,0.0002487960737198591,1.0,0.564425528049469,0.5562855005264282,-0.07292765378952026,-0.07292765378952026,-0.0905998945236206,-0.0081577563293882,-0.0081577563293882,-0.010134589892677681
v16.2_observation_vs_v16.2_final,1938,5012,969,G2APS/D4_30_003840_0_train.jpg,0,G2APS,0,stable_wrong,0,0,2639,5418,G2APS/S6_50_000966_5_train.jpg,1,G2APS,2639,5418,G2APS/S6_50_000966_5_train.jpg,1,G2APS,18,21,-3,0.019788458943367004,0.019056839868426323,-0.0007316190749406815,0.0029744200874119997,0.0030693677254021168,9.494763799011707e-05,1.0,0.596243679523468,0.5686931610107422,-0.2462005615234375,-0.2462005615234375,-0.05879540741443634,-0.02754022767362585,-0.02754022767362585,-0.006576909883298621
v16.2_observation_vs_v16.2_final,1940,5013,970,G2APS/D4_30_004275_5_train.jpg,0,G2APS,0,break,1,0,970,5013,G2APS/D4_30_004275_5_train.jpg,0,G2APS,1488,5108,G2APS/D7_30_001965_3_gallery.jpg,0,G2APS,1,2,-1,0.27898547053337097,0.19333608448505402,-0.08564938604831696,0.040816325694322586,0.04026845470070839,-0.0005478709936141968,1.0,0.5931400656700134,0.5843522548675537,-0.09380507469177246,-0.06394946575164795,-0.09380507469177246,-0.010493124377813245,-0.007153447723714734,-0.010493124377813245
v16.2_observation_vs_v16.2_final,1943,5013,971,G2APS/S4_30_002205_0_train.jpg,1,G2APS,1,stable_wrong,0,0,5802,6136,PRAI-1581/00000374_0001_00000013.jpg,0,PRAI-1581,5802,6136,PRAI-1581/00000374_0001_00000013.jpg,0,PRAI-1581,106,108,-2,0.00507820351049304,0.005197135731577873,0.00011893222108483315,0.003034901339560747,0.0030487803742289543,1.3879034668207169e-05,0.8999999761581421,0.5031028389930725,0.494158536195755,-0.0801200270652771,-0.0801200270652771,-0.01725110411643982,-0.008962302006710665,-0.008962302006710665,-0.0019297248229181996
v16.2_observation_vs_v16.2_final,1950,5013,975,G2APS/S4_30_002156_0_train.jpg,1,G2APS,0,stable_wrong,0,0,2718,5447,G2APS/D4_20_003465_4_train.jpg,0,G2APS,2718,5447,G2APS/D4_20_003465_4_train.jpg,0,G2APS,76,81,-5,0.0039284261874854565,0.00395681569352746,2.838950604200363e-05,0.0017862459644675255,0.0019342360319569707,0.0001479900674894452,0.800000011920929,0.6473771333694458,0.6241192817687988,-0.2079315483570099,-0.2079315483570099,-0.16650442779064178,-0.023259419665200287,-0.023259419665200287,-0.018625342776013687
v16.2_observation_vs_v16.2_final,1951,5013,975,G2APS/S4_30_002156_0_train.jpg,1,G2APS,1,stable_wrong,0,0,1780,5187,G2APS/S2_20_002044_7_train.jpg,1,G2APS,1780,5187,G2APS/S2_20_002044_7_train.jpg,1,G2APS,101,108,-7,0.008112517185509205,0.00790527742356062,-0.0002072397619485855,0.007407407276332378,0.006818181835114956,-0.0005892254412174225,0.800000011920929,0.5244176387786865,0.518099308013916,-0.056560516357421875,-0.056560516357421875,-0.0587519109249115,-0.006326912855854516,-0.006326912855854516,-0.006572044324840487
v16.2_observation_vs_v16.2_final,1953,5014,976,G2APS/D4_30_004470_11_train.jpg,0,G2APS,1,stable_wrong,0,0,2257,5313,G2APS/S4_30_001792_0_train.jpg,1,G2APS,2257,5313,G2APS/S4_30_001792_0_train.jpg,1,G2APS,112,120,-8,0.006743439473211765,0.0066975257359445095,-4.591373726725578e-05,0.004668534267693758,0.005102040711790323,0.00043350644409656525,0.8999999761581421,0.6007967591285706,0.5848270654678345,-0.14257845282554626,-0.14257845282554626,-0.025674551725387573,-0.01594896058673312,-0.01594896058673312,-0.0028719796395271224
v16.2_observation_vs_v16.2_final,1958,5014,979,G2APS/D4_30_004455_10_train.jpg,0,G2APS,0,stable_wrong,0,0,822,4987,G2APS/S4_20_004319_1_train.jpg,1,G2APS,822,4987,G2APS/S4_20_004319_1_train.jpg,1,G2APS,27,29,-2,0.02916378155350685,0.03002120554447174,0.0008574239909648895,0.01116071455180645,0.012987012974917889,0.0018262984231114388,0.800000011920929,0.5127711296081543,0.5061269998550415,-0.059514015913009644,-0.059514015913009644,-0.0024524331092834473,-0.006657294109623901,-0.006657294109623901,-0.0002743314871667124
v16.2_observation_vs_v16.2_final,1962,5015,981,G2APS/D4_30_004380_9_train.jpg,0,G2APS,0,stable_wrong,0,0,1228,5058,G2APS/D5_30_002625_5_train.jpg,0,G2APS,1228,5058,G2APS/D5_30_002625_5_train.jpg,0,G2APS,6,7,-1,0.03410488739609718,0.03036576323211193,-0.0037391241639852524,0.002133712638169527,0.0022363027092069387,0.00010259007103741169,0.8999999761581421,0.6024669408798218,0.5830663442611694,-0.1734800636768341,-0.1734800636768341,-0.18916046619415283,-0.019405644003944733,-0.019405644003944733,-0.02115966866038299
v16.2_observation_vs_v16.2_final,2000,5018,1000,G2APS/D4_30_005715_0_train.jpg,0,G2APS,0,stable_wrong,0,0,1127,5040,G2APS/D5_20_005670_0_train.jpg,0,G2APS,1127,5040,G2APS/D5_20_005670_0_train.jpg,0,G2APS,124,133,-9,0.0069253109395504,0.006829898804426193,-9.541213512420654e-05,0.002482416108250618,0.002603036817163229,0.00012062070891261101,0.8999999761581421,0.4959326684474945,0.4918016791343689,-0.036781132221221924,-0.036781132221221924,-0.12183302640914917,-0.004114372238626096,-0.004114372238626096,-0.013628357566338956
